frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
208, 0, 8.280, 0.98, 1, 0.45, 0.40, 0.98, 1.74, -0.38, 0.34, 0.70, -0.41, -0.24, -0.40, 0.62, 0.78, 0.81, 0.70, 0.72, -0.58, 0.31, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
209, 0, 8.320, 0.98, 1, 0.40, 0.38, 1.01, 1.65, -0.37, 0.23, 0.69, -0.39, -0.24, -0.36, 0.67, 0.77, 0.79, 0.72, 0.72, -0.55, 0.39, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
210, 0, 8.360, 0.93, 1, 0.56, 0.16, 0.85, 1.66, -0.46, 0.15, 0.42, 0.02, 0.02, -0.02, 0.36, 1.45, 0.65, 0.90, -0.09, -0.33, 0.29, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
211, 0, 8.400, 0.93, 1, 0.55, 0.21, 0.90, 1.75, -0.45, 0.31, 0.41, 0.02, 0.05, -0.00, 0.43, 1.43, 0.75, 0.92, -0.10, -0.33, 0.19, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
212, 0, 8.440, 0.98, 1, 0.33, 0.23, 0.92, 1.67, -0.41, 0.20, 0.46, -0.13, -0.08, -0.03, 0.50, 1.18, 1.01, 0.65, 1.01, 0.27, 0.20, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
213, 0, 8.480, 0.98, 1, 0.33, 0.18, 0.87, 1.74, -0.45, 0.08, 0.39, -0.24, -0.02, -0.06, 0.43, 1.21, 0.76, 0.54, 1.06, 0.36, 0.30, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
214, 0, 8.520, 0.98, 1, 0.45, 0.56, 0.82, 1.45, -0.54, -0.19, 0.74, -0.26, -0.41, -0.04, 0.07, 0.46, 1.16, 0.31, 1.57, 0.51, 0.22, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
215, 0, 8.560, 0.98, 1, 0.49, 0.59, 0.89, 1.45, -0.52, -0.11, 0.75, -0.19, -0.41, -0.07, -0.03, 0.48, 1.29, 0.39, 1.67, 0.66, 0.15, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
216, 0, 8.600, 0.98, 1, 0.49, 0.65, 0.90, 1.34, -0.49, -0.02, 0.75, -0.20, -0.43, -0.07, -0.01, 0.51, 1.30, 0.38, 1.72, 0.68, 0.13, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
217, 0, 8.640, 0.98, 1, 0.72, 1.47, 0.83, 1.34, -0.41, 0.02, 0.62, -0.07, -0.30, -0.10, 0.18, 0.66, 0.78, 0.28, 1.45, 0.81, 1.40, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
218, 0, 8.680, 0.98, 1, 1.41, 1.79, 1.14, 0.71, -0.33, 0.14, 0.68, -0.01, -0.22, 0.09, 0.04, 0.80, 1.16, -0.09, 1.66, 0.84, 2.97, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
219, 0, 8.720, 0.98, 1, 1.46, 1.61, 1.03, 0.73, -0.33, 0.05, 0.64, 0.09, -0.18, 0.01, 0.06, 0.76, 1.09, 0.01, 1.47, 0.79, 3.16, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
220, 0, 8.760, 0.98, 1, 1.02, 1.39, 1.36, 0.78, -0.53, 0.43, 0.52, 0.02, -0.30, 0.13, 0.69, 0.69, 0.68, -0.14, 2.00, 0.56, 2.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
221, 0, 8.800, 0.98, 1, 1.01, 1.36, 1.63, -0.01, -0.63, 0.47, 0.54, -0.20, -0.36, -0.01, 0.36, 0.73, 0.42, -0.15, 1.68, 0.91, 1.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
222, 0, 8.840, 0.98, 1, 1.02, 1.42, 1.65, -0.12, -0.59, 0.56, 0.40, -0.02, -0.28, 0.24, 0.76, 0.75, 0.37, -0.14, 1.75, 0.72, 1.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
223, 0, 8.880, 0.98, 1, 0.84, 1.05, 1.29, 0.34, -0.73, 0.30, 0.53, -0.20, -0.39, -0.15, 0.54, 0.65, 0.23, -0.04, 1.75, 1.10, 1.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
224, 0, 8.920, 0.98, 1, 1.10, 1.06, 1.41, 0.36, -0.69, 0.50, 0.46, -0.15, -0.35, -0.09, 0.92, 0.30, 0.29, -0.52, 1.87, 0.78, 1.50, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
225, 0, 8.960, 0.98, 1, 0.84, 0.93, 1.03, 0.26, -0.72, 0.43, 0.50, -0.24, -0.44, -0.25, 0.52, 0.57, -0.21, 0.04, 1.60, 1.10, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
226, 0, 9.000, 0.98, 1, 0.85, 1.09, 0.98, 0.32, -0.75, 0.28, 0.53, -0.28, -0.43, -0.35, 0.39, 0.77, 0.03, 0.19, 1.62, 1.17, 0.99, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0
227, 0, 9.040, 0.98, 1, 0.11, 0.45, 0.77, 0.94, -0.62, 0.25, 0.54, -0.35, -0.37, 0.00, 0.70, 0.19, 0.23, -0.31, 1.46, 0.96, 1.05, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
228, 0, 9.080, 0.98, 1, 0.76, 0.69, 1.13, 0.04, -0.63, 0.41, 0.43, -0.38, -0.38, -0.22, 0.61, 0.18, 0.05, -0.42, 1.70, 1.15, 1.06, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
229, 0, 9.120, 0.98, 1, 0.72, 0.85, 1.26, 0.57, -0.68, 0.36, 0.34, -0.21, -0.47, -0.19, 0.91, 0.52, -0.14, -0.16, 1.68, 1.32, 0.83, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
230, 0, 9.160, 0.98, 1, 0.30, 0.47, 0.95, 0.85, -0.58, 0.11, 0.43, -0.69, -0.43, -0.12, 0.58, 0.06, -0.01, -0.23, 1.68, 0.91, 0.96, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
231, 0, 9.200, 0.98, 1, 0.33, 0.50, 0.96, 0.96, -0.54, 0.18, 0.28, -0.76, -0.41, 0.11, 0.55, 0.09, 0.03, -0.28, 1.84, 0.87, 1.12, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
232, 0, 9.240, 0.98, 1, 0.78, 0.78, 1.06, 0.69, -0.74, 0.29, 0.19, -0.49, -0.60, -0.49, 1.35, 0.34, 0.00, -0.36, 1.82, 1.15, 0.46, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
233, 0, 9.280, 0.98, 1, 0.66, 0.92, 0.94, 0.61, -0.79, 0.14, 0.16, -0.42, -0.51, -0.29, 1.12, 0.80, 0.21, 0.08, 1.12, 1.27, 0.53, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
234, 0, 9.320, 0.93, 1, 0.03, 0.15, 0.44, 0.83, -0.53, -0.03, 0.17, -0.58, -0.26, 0.28, 1.01, 0.98, -0.19, 0.78, -0.22, 0.32, 0.67, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
235, 0, 9.360, 0.98, 1, 0.41, 0.45, 0.58, 0.32, -0.66, 0.04, 0.14, -0.22, -0.17, 0.10, 0.79, 1.15, -0.01, 0.94, -0.11, 0.68, 0.31, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
236, 0, 9.400, 0.98, 1, 0.23, 0.24, 0.58, 0.49, -0.68, 0.45, 0.43, -0.32, -0.26, 0.01, 0.80, 1.18, 0.25, 1.25, -0.10, 0.47, 0.30, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
237, 0, 9.440, 0.93, 1, -0.22, 0.03, 0.31, 0.76, -0.57, 0.43, 0.52, -0.66, -0.26, 0.11, 0.56, 1.00, -0.01, 0.98, -0.27, 0.09, 0.74, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
238, 0, 9.480, 0.93, 1, 0.15, 0.31, 0.64, 0.49, -0.71, 0.28, 0.49, -0.32, -0.25, -0.17, 0.69, 0.97, 0.16, 1.07, 0.13, 0.26, 0.38, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
239, 0, 9.520, 0.98, 1, 0.11, 0.18, 0.54, 0.41, -0.72, 0.07, 0.50, -0.29, -0.24, -0.16, 0.74, 0.86, 0.17, 1.17, 0.03, 0.27, 0.40, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
240, 0, 9.560, 0.93, 1, 0.01, 0.07, 0.43, 0.68, -0.57, 0.17, 0.54, -0.80, -0.13, 0.22, 0.38, 0.45, 0.00, 0.86, 0.47, 0.48, 0.70, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
241, 0, 9.600, 0.93, 1, 0.58, 0.49, 0.68, 0.78, -0.66, 0.21, 0.30, -0.55, -0.13, 0.06, 0.55, 0.69, -0.16, 0.84, 0.55, 0.35, 0.30, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
242, 0, 9.640, 0.98, 1, 0.60, 0.36, 0.64, 0.93, -0.81, -0.30, 0.34, -0.50, -0.16, 0.00, 0.67, 0.67, 0.06, 0.86, 0.79, 0.70, 0.51, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
243, 0, 9.680, 0.98, 1, -0.06, -0.20, 0.43, 0.64, -0.62, -0.10, 0.45, -0.65, -0.10, 0.32, 0.50, 0.48, -0.01, 0.76, 0.53, 0.54, 0.93, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
244, 0, 9.720, 0.98, 1, 0.65, 0.58, 0.61, 1.19, -0.64, 0.25, 0.35, -0.42, -0.02, 0.17, 0.91, 0.64, -0.09, 0.67, 1.07, 0.74, 0.48, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
245, 0, 9.760, 0.98, 1, 0.70, 0.35, 0.66, 1.29, -0.68, 0.05, 0.37, -0.29, -0.07, 0.19, 0.94, 0.67, -0.14, 0.79, 1.07, 0.89, 0.47, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
246, 0, 9.800, 0.98, 1, 0.63, 0.47, 0.77, 1.11, -0.77, 0.13, 0.33, -0.33, -0.07, 0.17, 0.85, 0.62, -0.14, 0.69, 1.10, 0.88, 0.29, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
247, 0, 9.840, 0.98, 1, -0.01, 0.06, 0.49, 0.91, -0.59, -0.16, 0.35, -0.64, -0.06, 0.30, 0.42, 0.25, -0.34, 0.55, 0.85, 0.72, 0.68, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
248, 0, 9.880, 0.93, 1, 1.00, 1.14, 1.02, 1.04, -0.20, 0.92, 0.24, -0.44, 0.25, 0.93, 0.48, 0.92, 0.38, -0.32, 0.27, 1.09, 3.84, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
249, 0, 9.920, 0.93, 1, 0.95, 1.22, 1.11, 1.41, -0.25, 0.82, 0.26, -0.33, 0.18, 0.61, 0.84, 1.02, 0.20, -0.03, 0.50, 0.84, 3.59, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
250, 0, 9.960, 0.98, 1, 0.83, 1.16, 0.85, 0.33, -0.33, 0.95, 0.22, -0.30, 0.51, 0.79, 0.91, 1.07, 0.64, 0.27, 0.43, 0.80, 3.02, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
251, 0, 10.000, 0.98, 1, 0.82, 0.26, 1.00, -0.07, -0.41, 0.45, 0.15, -0.15, 0.29, 0.95, 0.64, 0.71, 0.72, 0.03, 0.72, 0.69, 1.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
252, 0, 10.040, 0.98, 1, 0.75, 0.18, 0.90, -0.04, -0.41, 0.30, 0.08, -0.13, 0.25, 0.87, 0.50, 0.81, 0.70, 0.26, 0.69, 0.54, 1.87, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
253, 0, 10.080, 0.98, 1, 0.63, 0.12, 0.82, -0.32, -0.45, 0.48, 0.22, -0.28, 0.02, 0.49, 0.43, 0.21, 0.42, 0.22, 1.34, 0.57, 1.18, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
254, 0, 10.120, 0.98, 1, 0.77, 0.39, 0.86, -0.35, -0.45, 0.53, 0.25, -0.34, -0.04, 0.38, 0.41, 0.35, 0.56, 0.36, 1.33, 0.62, 1.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0
255, 0, 10.160, 0.93, 1, 0.42, -0.19, 0.80, 0.55, -0.52, 0.14, 0.23, -0.17, -0.12, 0.22, 0.17, 0.07, 0.38, 0.54, 1.83, 1.32, 0.70, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
256, 0, 10.200, 0.98, 1, 0.56, 0.04, 0.94, 0.59, -0.54, 0.34, 0.19, -0.30, -0.12, 0.33, 0.03, 0.16, 0.40, 0.48, 1.76, 1.13, 0.76, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
257, 0, 10.240, 0.93, 1, 0.38, 0.10, 0.98, 0.68, -0.59, 0.43, 0.06, -0.45, -0.01, 0.11, -0.06, 0.23, 0.55, 0.66, 1.51, 1.08, 0.17, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
258, 0, 10.280, 0.93, 1, 0.32, 0.21, 0.81, 0.69, -0.57, 0.34, -0.09, -0.43, 0.21, 0.80, 0.29, 1.47, 0.44, 1.84, -0.35, 1.04, 0.26, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
259, 0, 10.320, 0.93, 1, 0.41, 0.19, 0.77, 0.74, -0.59, 0.27, -0.04, -0.48, 0.21, 0.71, 0.33, 1.29, 0.40, 1.82, -0.23, 0.93, 0.44, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
260, 0, 10.360, 0.93, 1, 0.24, 0.31, 0.64, 0.76, -0.53, 0.55, -0.33, -0.72, 0.20, 0.70, -0.10, 1.16, 0.84, 1.95, -0.34, 1.39, 0.42, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0
261, 0, 10.400, 0.93, 1, 1.50, 1.22, 0.86, 0.31, -0.42, 1.21, -0.47, -0.68, 0.48, 1.18, 0.11, 1.12, 1.24, 1.28, 0.01, 1.42, 2.03, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
262, 0, 10.440, 0.93, 1, 1.38, 1.29, 0.83, 0.34, -0.36, 1.34, -0.45, -0.72, 0.53, 1.08, 0.09, 0.99, 1.22, 1.26, -0.04, 1.22, 1.97, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
263, 0, 10.480, 0.93, 1, 1.11, 0.87, 0.86, 0.55, -0.24, 0.83, -0.23, -0.48, 0.55, 0.95, 0.07, 1.45, 1.25, 1.29, -0.45, 1.01, 2.93, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
264, 0, 10.520, 0.93, 1, 1.09, 0.90, 0.90, 0.57, -0.23, 0.80, -0.25, -0.48, 0.55, 0.97, 0.08, 1.46, 1.18, 1.30, -0.50, 1.05, 2.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
265, 0, 10.560, 0.93, 1, 1.11, 0.85, 0.88, 0.56, -0.25, 0.83, -0.24, -0.41, 0.54, 1.01, 0.04, 1.42, 1.22, 1.27, -0.47, 1.09, 2.96, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
266, 0, 10.600, 0.98, 1, 0.64, 0.94, 1.25, 0.53, -0.31, 0.39, -0.07, -0.40, 0.44, 1.10, 0.21, 1.08, 1.29, 1.19, 0.28, 1.30, 1.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0
267, 0, 10.640, 0.98, 1, -0.20, -0.40, 0.79, 0.13, -0.11, 0.82, 0.19, 0.16, 0.35, 0.83, 0.47, 0.87, 1.06, 1.17, 0.19, 0.73, 0.95, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
